check_id,batch_id,check_datetime,stage,firmness_kg_cm2,sugar_brix,defect_pct
CHK-001719,BAT-000573,2025-01-27 13:31:24,arrival,5.72,13.4,3.4
CHK-001720,BAT-000574,2024-10-04 07:00:00,harvest,7.28,12.9,0.6
CHK-001721,BAT-000574,2024-10-25 07:09:00,pre_dispatch,5.98,15.3,1.3
CHK-001722,BAT-000574,2024-10-27 01:48:36,arrival,5.79,16.8,14.1
CHK-001723,BAT-000575,2024-09-06 08:15:00,harvest,7.12,13.0,1.8
CHK-001724,BAT-000575,2024-12-05 09:59:24,pre_dispatch,5.38,15.8,4.9
CHK-001725,BAT-000575,2024-12-06 18:00:12,arrival,4.22,13.5,15.1
CHK-001726,BAT-000576,2024-08-23 09:15:00,harvest,6.86,14.8,2.3
CHK-001727,BAT-000576,2024-12-01 11:15:00,pre_dispatch,7.13,13.0,2.0
CHK-001728,BAT-000576,2024-12-01 20:21:24,arrival,6.53,13.9,4.1
CHK-001729,BAT-000577,2024-09-21 09:15:00,harvest,6.88,11.8,2.6
CHK-001730,BAT-000577,2024-12-08 10:40:12,pre_dispatch,6.91,16.1,1.1
CHK-001731,BAT-000577,2024-12-08 20:29:36,arrival,6.49,15.3,17.9
CHK-001732,BAT-000578,2024-10-20 15:45:00,harvest,8.0,11.2,3.2
CHK-001733,BAT-000578,2025-01-07 15:38:24,pre_dispatch,6.71,12.0,5.4
CHK-001734,BAT-000578,2025-01-08 12:00:12,arrival,4.77,16.4,17.1
CHK-001735,BAT-000579,2024-09-09 08:30:00,harvest,7.73,16.0,2.1
CHK-001736,BAT-000579,2024-10-17 09:05:24,pre_dispatch,7.15,11.9,1.3
CHK-001737,BAT-000579,2024-10-17 17:46:00,arrival,7.14,15.1,11.8
CHK-001738,BAT-000580,2024-10-13 11:00:00,harvest,7.66,11.3,3.2
CHK-001739,BAT-000580,2025-01-02 11:35:24,pre_dispatch,6.41,12.9,1.8
CHK-001740,BAT-000580,2025-01-03 22:47:24,arrival,4.15,13.0,9.0
CHK-001741,BAT-000581,2024-08-25 13:15:00,harvest,8.08,13.4,1.8
CHK-001742,BAT-000581,2024-09-05 12:54:36,pre_dispatch,7.62,12.3,5.5
CHK-001743,BAT-000581,2024-09-05 20:47:24,arrival,5.52,15.7,5.7
CHK-001744,BAT-000582,2024-08-20 08:30:00,harvest,6.74,14.2,2.9
CHK-001745,BAT-000582,2024-12-02 11:39:00,pre_dispatch,6.75,15.5,2.5
CHK-001746,BAT-000582,2024-12-02 21:23:48,arrival,5.77,15.4,4.1
CHK-001747,BAT-000583,2024-09-25 11:30:00,harvest,7.24,15.7,1.4
CHK-001748,BAT-000583,2024-12-11 15:22:12,pre_dispatch,6.05,15.9,7.4
CHK-001749,BAT-000583,2024-12-12 22:42:24,arrival,4.17,14.5,1.8
CHK-001750,BAT-000584,2024-10-08 08:00:00,harvest,7.26,15.8,1.6
CHK-001751,BAT-000584,2024-11-11 09:41:24,pre_dispatch,6.27,14.6,1.7
CHK-001752,BAT-000584,2024-11-11 23:25:00,arrival,5.72,17.0,12.4
CHK-001753,BAT-000585,2024-09-03 14:15:00,harvest,6.93,13.4,2.5
CHK-001754,BAT-000585,2024-10-04 16:27:00,pre_dispatch,5.84,15.1,2.7
CHK-001755,BAT-000585,2024-10-05 10:03:00,arrival,6.2,13.8,6.0
CHK-001756,BAT-000586,2024-06-01 15:30:00,harvest,6.98,12.9,3.8
CHK-001757,BAT-000586,2024-06-07 19:02:24,pre_dispatch,5.97,15.3,4.9
CHK-001758,BAT-000586,2024-06-09 06:57:00,arrival,6.95,14.1,3.9
CHK-001759,BAT-000587,2024-10-05 09:00:00,harvest,7.83,15.8,2.9
CHK-001760,BAT-000587,2025-02-22 12:09:00,pre_dispatch,5.31,15.6,3.9
CHK-001761,BAT-000587,2025-02-22 23:25:12,arrival,4.59,14.1,8.0
CHK-001762,BAT-000588,2024-06-23 14:30:00,harvest,6.9,12.2,3.7
CHK-001763,BAT-000588,2024-06-27 17:45:36,pre_dispatch,6.75,16.9,2.8
CHK-001764,BAT-000588,2024-06-28 14:31:12,arrival,7.03,16.2,8.5
CHK-001765,BAT-000589,2024-10-16 11:00:00,harvest,8.18,15.4,3.7
CHK-001766,BAT-000589,2025-03-20 13:13:12,pre_dispatch,5.15,15.1,8.3
CHK-001767,BAT-000589,2025-03-22 01:54:36,arrival,6.77,11.6,6.7
CHK-001768,BAT-000590,2024-10-08 10:15:00,harvest,7.42,11.0,3.5
CHK-001769,BAT-000590,2024-12-03 13:26:24,pre_dispatch,6.31,13.8,1.3
CHK-001770,BAT-000590,2024-12-05 06:59:48,arrival,4.64,13.3,6.0
CHK-001771,BAT-000591,2024-09-12 15:45:00,harvest,7.07,13.3,1.9
CHK-001772,BAT-000591,2025-01-06 19:16:48,pre_dispatch,5.37,16.1,3.5
CHK-001773,BAT-000591,2025-01-07 07:56:24,arrival,6.19,15.4,13.4
CHK-001774,BAT-000592,2024-10-22 10:15:00,harvest,8.16,12.2,0.8
CHK-001775,BAT-000592,2024-12-09 10:24:00,pre_dispatch,6.92,14.3,3.4
CHK-001776,BAT-000592,2024-12-10 06:00:24,arrival,4.19,12.8,4.4
CHK-001777,BAT-000593,2024-09-18 10:15:00,harvest,8.44,15.6,1.1
CHK-001778,BAT-000593,2025-01-20 12:37:48,pre_dispatch,7.19,15.8,6.0
CHK-001779,BAT-000593,2025-01-21 10:00:36,arrival,4.94,14.3,2.4
CHK-001780,BAT-000594,2024-10-03 07:45:00,harvest,7.19,14.5,1.5
CHK-001781,BAT-000594,2024-11-11 10:54:36,pre_dispatch,6.32,16.6,5.2
CHK-001782,BAT-000594,2024-11-11 18:58:12,arrival,6.43,14.7,10.0
CHK-001783,BAT-000595,2024-09-08 13:00:00,harvest,8.19,15.8,1.0
CHK-001784,BAT-000595,2025-02-01 15:07:48,pre_dispatch,7.48,13.2,1.5
CHK-001785,BAT-000595,2025-02-02 03:10:24,arrival,6.92,13.8,12.4
CHK-001786,BAT-000596,2024-09-07 11:00:00,harvest,7.26,14.3,3.5
CHK-001787,BAT-000596,2024-10-22 14:13:48,pre_dispatch,7.47,14.1,7.4
CHK-001788,BAT-000596,2024-10-24 09:06:00,arrival,5.73,14.0,17.2
CHK-001789,BAT-000597,2024-09-12 07:15:00,harvest,7.18,15.7,3.6
CHK-001790,BAT-000597,2024-11-16 07:19:12,pre_dispatch,7.37,14.3,7.6
CHK-001791,BAT-000597,2024-11-17 20:00:00,arrival,4.61,14.8,5.3
CHK-001792,BAT-000598,2024-09-21 13:15:00,harvest,8.04,15.7,2.1
CHK-001793,BAT-000598,2024-11-14 15:16:48,pre_dispatch,6.27,15.4,1.9
CHK-001794,BAT-000598,2024-11-15 10:01:36,arrival,7.13,13.7,13.1
CHK-001795,BAT-000599,2024-09-24 14:45:00,harvest,8.38,13.1,3.4
CHK-001796,BAT-000599,2024-11-07 15:24:36,pre_dispatch,7.45,12.4,6.8
CHK-001797,BAT-000599,2024-11-08 22:47:24,arrival,4.29,12.0,8.1
CHK-001798,BAT-000600,2024-08-22 12:00:00,harvest,8.16,14.3,2.6
CHK-001799,BAT-000600,2024-09-30 14:00:00,pre_dispatch,6.82,15.1,7.1
CHK-001800,BAT-000600,2024-10-02 02:57:00,arrival,4.71,13.3,4.6
CHK-001801,BAT-000601,2024-06-20 14:45:00,harvest,7.06,12.8,3.3
CHK-001802,BAT-000601,2024-06-25 15:02:24,pre_dispatch,5.92,12.7,8.4
CHK-001803,BAT-000601,2024-06-25 22:24:24,arrival,6.56,14.5,10.0
CHK-001804,BAT-000602,2024-10-24 11:00:00,harvest,8.24,11.5,3.3
CHK-001805,BAT-000602,2024-12-15 11:31:48,pre_dispatch,6.35,11.9,4.0
CHK-001806,BAT-000602,2024-12-16 07:23:24,arrival,6.6,16.8,8.5
CHK-001807,BAT-000603,2024-09-16 08:00:00,harvest,6.82,11.2,2.7
CHK-001808,BAT-000603,2025-02-09 11:08:24,pre_dispatch,6.84,11.7,5.5
CHK-001809,BAT-000603,2025-02-10 19:27:00,arrival,6.65,12.3,5.0
CHK-001810,BAT-000604,2024-10-15 10:30:00,harvest,8.48,13.2,1.1
CHK-001811,BAT-000604,2025-02-16 11:07:48,pre_dispatch,5.39,17.0,2.5
CHK-001812,BAT-000604,2025-02-18 06:11:00,arrival,4.42,12.1,14.8
CHK-001813,BAT-000605,2024-10-21 14:00:00,harvest,8.27,11.4,1.6
CHK-001814,BAT-000605,2025-03-08 15:05:24,pre_dispatch,7.64,11.7,4.2
CHK-001815,BAT-000605,2025-03-09 03:10:24,arrival,7.2,16.1,2.8
CHK-001816,BAT-000606,2024-09-16 10:30:00,harvest,6.62,14.5,0.8
CHK-001817,BAT-000606,2024-11-29 10:00:36,pre_dispatch,5.02,16.7,5.9
CHK-001818,BAT-000606,2024-11-30 09:26:36,arrival,7.2,12.7,5.8
CHK-001819,BAT-000607,2024-09-25 13:30:00,harvest,7.35,13.6,0.5
CHK-001820,BAT-000607,2025-01-02 15:46:12,pre_dispatch,5.84,16.6,1.3
CHK-001821,BAT-000607,2025-01-03 01:59:12,arrival,6.95,14.1,9.9
CHK-001822,BAT-000608,2024-08-04 14:00:00,harvest,8.36,13.0,2.7
CHK-001823,BAT-000608,2024-08-08 16:10:12,pre_dispatch,6.41,15.2,3.2
CHK-001824,BAT-000608,2024-08-10 10:37:12,arrival,7.19,12.9,14.5
CHK-001825,BAT-000609,2024-06-25 10:15:00,harvest,8.29,15.0,0.6
CHK-001826,BAT-000609,2024-07-07 12:08:24,pre_dispatch,7.3,15.8,8.4
CHK-001827,BAT-000609,2024-07-07 20:05:24,arrival,5.07,12.3,8.9
CHK-001828,BAT-000610,2024-08-29 15:00:00,harvest,8.1,16.4,1.6
CHK-001829,BAT-000610,2024-11-19 15:46:12,pre_dispatch,7.29,13.0,6.6
CHK-001830,BAT-000610,2024-11-20 11:30:12,arrival,4.08,16.5,4.2
CHK-001831,BAT-000611,2024-07-01 14:45:00,harvest,7.96,12.7,0.5
CHK-001832,BAT-000611,2024-07-14 16:27:00,pre_dispatch,6.76,15.8,5.6
CHK-001833,BAT-000611,2024-07-15 01:29:00,arrival,7.1,16.2,8.9
CHK-001834,BAT-000612,2024-10-01 08:30:00,harvest,8.43,15.5,1.1
CHK-001835,BAT-000612,2025-01-12 10:23:24,pre_dispatch,6.74,11.6,2.1
CHK-001836,BAT-000612,2025-01-12 19:51:00,arrival,4.73,14.3,8.3
CHK-001837,BAT-000613,2024-08-27 12:30:00,harvest,7.96,11.6,0.9
CHK-001838,BAT-000613,2025-01-12 15:16:12,pre_dispatch,6.5,13.6,8.0
CHK-001839,BAT-000613,2025-01-13 00:04:36,arrival,6.53,15.3,9.7
CHK-001840,BAT-000614,2024-06-12 14:00:00,harvest,7.04,11.5,1.2
CHK-001841,BAT-000614,2024-06-17 16:58:12,pre_dispatch,5.81,16.3,6.8
CHK-001842,BAT-000614,2024-06-18 01:52:48,arrival,4.16,12.7,14.5
CHK-001843,BAT-000615,2024-10-04 15:00:00,harvest,7.5,15.3,1.6
CHK-001844,BAT-000615,2024-12-17 16:59:24,pre_dispatch,6.27,13.8,5.8
CHK-001845,BAT-000615,2024-12-18 01:50:24,arrival,4.03,14.7,13.7
CHK-001846,BAT-000616,2024-09-21 09:45:00,harvest,7.51,12.8,1.1
CHK-001847,BAT-000616,2024-10-08 13:30:36,pre_dispatch,6.49,16.9,5.1
CHK-001848,BAT-000616,2024-10-08 21:57:00,arrival,5.64,14.2,5.7
CHK-001849,BAT-000617,2024-09-03 10:45:00,harvest,7.97,16.3,1.7
CHK-001850,BAT-000617,2024-11-24 14:42:36,pre_dispatch,7.0,13.7,4.8
CHK-001851,BAT-000617,2024-11-26 02:09:24,arrival,5.84,12.3,9.6
CHK-001852,BAT-000618,2024-10-03 07:15:00,harvest,6.85,13.1,1.4
CHK-001853,BAT-000618,2024-10-14 08:51:36,pre_dispatch,7.3,15.4,2.4
CHK-001854,BAT-000618,2024-10-16 11:54:36,arrival,4.1,13.6,7.4
CHK-001855,BAT-000619,2024-10-15 08:45:00,harvest,8.21,11.7,1.9
CHK-001856,BAT-000619,2025-01-10 11:43:12,pre_dispatch,6.82,14.9,7.8
CHK-001857,BAT-000619,2025-01-10 20:35:24,arrival,4.7,12.6,10.3
CHK-001858,BAT-000620,2024-09-28 08:00:00,harvest,8.31,14.1,3.4
CHK-001859,BAT-000620,2025-02-16 09:18:00,pre_dispatch,6.77,14.8,2.9
CHK-001860,BAT-000620,2025-02-16 22:01:12,arrival,4.94,14.2,14.1
CHK-001861,BAT-000621,2024-10-10 15:00:00,harvest,8.2,15.8,3.8
CHK-001862,BAT-000621,2025-01-27 17:33:00,pre_dispatch,5.83,13.4,4.0
CHK-001863,BAT-000621,2025-01-28 05:52:36,arrival,5.83,13.7,10.4
CHK-001864,BAT-000622,2024-09-02 13:45:00,harvest,6.84,16.1,1.0
CHK-001865,BAT-000622,2024-09-25 16:23:24,pre_dispatch,6.36,14.7,3.3
CHK-001866,BAT-000622,2024-09-26 10:33:36,arrival,6.6,13.0,13.3
CHK-001867,BAT-000623,2024-09-28 12:45:00,harvest,7.38,16.4,2.6
CHK-001868,BAT-000623,2025-01-06 12:42:00,pre_dispatch,5.32,11.8,7.5
CHK-001869,BAT-000623,2025-01-07 21:44:48,arrival,4.64,11.5,15.9
CHK-001870,BAT-000624,2024-08-25 10:15:00,harvest,7.55,15.0,2.0
CHK-001871,BAT-000624,2024-11-25 12:52:12,pre_dispatch,7.77,13.3,5.7
CHK-001872,BAT-000624,2024-11-27 07:56:00,arrival,6.78,15.4,11.0
CHK-001873,BAT-000625,2024-09-05 15:30:00,harvest,8.08,11.7,0.6
CHK-001874,BAT-000625,2024-09-20 17:33:00,pre_dispatch,6.57,16.9,6.0
CHK-001875,BAT-000625,2024-09-22 06:15:36,arrival,5.29,15.5,8.0
CHK-001876,BAT-000626,2024-08-01 12:45:00,harvest,6.93,14.9,1.0
CHK-001877,BAT-000626,2024-08-31 16:04:12,pre_dispatch,7.34,14.9,3.8
CHK-001878,BAT-000626,2024-09-02 01:27:48,arrival,6.72,12.4,4.3
CHK-001879,BAT-000627,2024-10-22 08:30:00,harvest,7.03,16.2,2.3
CHK-001880,BAT-000627,2025-01-07 09:36:36,pre_dispatch,7.52,11.6,3.4
CHK-001881,BAT-000627,2025-01-08 16:58:12,arrival,4.59,12.0,6.1
CHK-001882,BAT-000628,2024-10-09 10:45:00,harvest,7.56,15.2,1.1
CHK-001883,BAT-000628,2024-11-04 11:00:00,pre_dispatch,6.78,14.6,7.7
CHK-001884,BAT-000628,2024-11-05 07:42:48,arrival,4.54,13.6,3.3
CHK-001885,BAT-000629,2024-10-09 11:30:00,harvest,7.31,12.2,3.2
CHK-001886,BAT-000629,2025-02-13 11:48:00,pre_dispatch,6.87,14.3,8.2
CHK-001887,BAT-000629,2025-02-14 07:25:00,arrival,5.88,13.8,2.1
CHK-001888,BAT-000630,2024-09-02 11:00:00,harvest,6.57,13.2,2.8
CHK-001889,BAT-000630,2024-10-13 13:55:12,pre_dispatch,5.6,15.8,3.6
CHK-001890,BAT-000630,2024-10-13 23:30:36,arrival,5.76,13.4,10.2
CHK-001891,BAT-000631,2024-09-07 09:15:00,harvest,7.58,11.8,1.6
CHK-001892,BAT-000631,2025-02-11 11:16:48,pre_dispatch,7.08,12.1,8.3
CHK-001893,BAT-000631,2025-02-12 02:48:12,arrival,5.08,14.2,16.7
CHK-001894,BAT-000632,2024-09-20 10:15:00,harvest,6.66,14.0,3.2
CHK-001895,BAT-000632,2024-12-17 11:06:00,pre_dispatch,7.48,16.6,4.4
CHK-001896,BAT-000632,2024-12-19 06:05:12,arrival,7.09,12.1,17.6
CHK-001897,BAT-000633,2024-09-28 11:45:00,harvest,7.61,13.8,3.7
CHK-001898,BAT-000633,2024-11-10 15:27:36,pre_dispatch,7.77,12.1,5.5
CHK-001899,BAT-000633,2024-11-11 12:43:36,arrival,6.03,11.6,12.5
CHK-001900,BAT-000634,2024-10-01 13:15:00,harvest,8.5,12.3,1.6
CHK-001901,BAT-000634,2024-12-28 15:40:48,pre_dispatch,6.16,15.5,2.6
CHK-001902,BAT-000634,2024-12-30 06:25:48,arrival,5.42,15.3,17.9
CHK-001903,BAT-000635,2024-08-27 10:45:00,harvest,7.53,15.7,3.9
CHK-001904,BAT-000635,2025-01-10 13:44:24,pre_dispatch,7.23,15.6,2.9
CHK-001905,BAT-000635,2025-01-11 11:12:00,arrival,6.99,15.1,15.2
CHK-001906,BAT-000636,2024-09-04 13:45:00,harvest,7.35,13.8,0.5
CHK-001907,BAT-000636,2024-09-16 14:56:24,pre_dispatch,6.19,16.1,7.0
CHK-001908,BAT-000636,2024-09-17 00:08:24,arrival,5.4,14.7,17.0
CHK-001909,BAT-000637,2024-09-04 08:15:00,harvest,7.68,11.1,3.7
CHK-001910,BAT-000637,2024-11-02 11:56:24,pre_dispatch,7.23,16.7,1.4
CHK-001911,BAT-000637,2024-11-04 05:13:12,arrival,5.16,16.5,7.2
CHK-001912,BAT-000638,2024-08-10 09:15:00,harvest,7.57,12.1,1.2
CHK-001913,BAT-000638,2024-08-14 12:15:00,pre_dispatch,6.66,16.4,5.0
CHK-001914,BAT-000638,2024-08-15 10:23:48,arrival,5.5,11.6,3.6
CHK-001915,BAT-000639,2024-08-15 12:15:00,harvest,7.28,15.3,1.0
CHK-001916,BAT-000639,2024-08-24 12:33:00,pre_dispatch,6.51,12.7,8.3
CHK-001917,BAT-000639,2024-08-24 23:57:00,arrival,4.3,12.1,5.0
CHK-001918,BAT-000640,2024-09-05 10:30:00,harvest,8.06,14.1,3.8
CHK-001919,BAT-000640,2024-10-29 12:36:36,pre_dispatch,6.25,15.1,7.8
CHK-001920,BAT-000640,2024-10-30 22:01:00,arrival,7.06,13.7,14.0
CHK-001921,BAT-000641,2024-07-14 11:45:00,harvest,7.95,14.4,2.0
CHK-001922,BAT-000641,2024-07-19 14:48:36,pre_dispatch,6.11,12.5,1.9
CHK-001923,BAT-000641,2024-07-19 23:33:12,arrival,4.62,15.2,2.3
CHK-001924,BAT-000642,2024-10-17 10:00:00,harvest,7.89,13.5,3.8
CHK-001925,BAT-000642,2024-12-12 12:58:48,pre_dispatch,7.13,15.4,1.7
CHK-001926,BAT-000642,2024-12-12 20:45:36,arrival,4.58,16.2,14.5
CHK-001927,BAT-000643,2024-06-22 10:00:00,harvest,6.57,12.7,0.6
CHK-001928,BAT-000643,2024-06-27 12:45:00,pre_dispatch,6.82,12.7,5.0
CHK-001929,BAT-000643,2024-06-27 21:40:24,arrival,4.78,14.6,3.1
CHK-001930,BAT-000644,2024-08-30 08:00:00,harvest,7.28,13.2,2.7
CHK-001931,BAT-000644,2024-12-04 11:32:24,pre_dispatch,7.28,16.5,4.2
CHK-001932,BAT-000644,2024-12-06 05:55:48,arrival,5.69,13.0,12.0
CHK-001933,BAT-000645,2024-07-07 09:00:00,harvest,7.03,12.2,1.0
CHK-001934,BAT-000645,2024-07-23 12:34:12,pre_dispatch,5.65,16.9,5.2
CHK-001935,BAT-000645,2024-07-23 21:43:00,arrival,5.21,12.8,15.9
CHK-001936,BAT-000646,2024-09-27 07:00:00,harvest,6.9,12.4,2.2
CHK-001937,BAT-000646,2025-01-26 09:49:12,pre_dispatch,7.01,12.2,6.9
CHK-001938,BAT-000646,2025-01-26 19:57:24,arrival,4.68,12.7,15.4
CHK-001939,BAT-000647,2024-07-19 08:30:00,harvest,8.49,11.7,3.5
CHK-001940,BAT-000647,2024-07-23 10:04:48,pre_dispatch,7.58,14.5,1.3
CHK-001941,BAT-000647,2024-07-24 23:01:24,arrival,6.82,16.7,8.2
CHK-001942,BAT-000648,2024-07-13 08:15:00,harvest,7.64,16.4,1.5
CHK-001943,BAT-000648,2024-07-26 09:55:48,pre_dispatch,7.44,14.7,5.4
CHK-001944,BAT-000648,2024-07-27 21:09:00,arrival,5.06,13.7,10.4
CHK-001945,BAT-000649,2024-09-13 14:00:00,harvest,7.08,13.9,2.9
CHK-001946,BAT-000649,2025-02-02 13:51:36,pre_dispatch,7.11,11.7,6.5
CHK-001947,BAT-000649,2025-02-03 10:03:00,arrival,5.11,13.9,4.7
CHK-001948,BAT-000650,2024-08-13 14:15:00,harvest,6.65,11.1,0.9
CHK-001949,BAT-000650,2024-09-20 14:04:48,pre_dispatch,5.93,15.6,2.0
CHK-001950,BAT-000650,2024-09-20 22:56:24,arrival,4.11,15.0,14.2
CHK-001951,BAT-000651,2024-07-13 14:15:00,harvest,7.32,11.6,1.3
CHK-001952,BAT-000651,2024-07-16 14:58:12,pre_dispatch,5.84,12.3,3.9
CHK-001953,BAT-000651,2024-07-17 00:19:36,arrival,7.0,15.2,9.3
CHK-001954,BAT-000652,2024-08-01 15:30:00,harvest,7.93,14.4,2.0
CHK-001955,BAT-000652,2024-08-16 19:09:00,pre_dispatch,5.77,14.3,3.0
CHK-001956,BAT-000652,2024-08-18 04:48:48,arrival,6.31,13.1,15.6
CHK-001957,BAT-000653,2024-09-12 08:30:00,harvest,6.57,16.0,0.7
CHK-001958,BAT-000653,2025-01-22 11:43:48,pre_dispatch,6.99,16.4,3.2
CHK-001959,BAT-000653,2025-01-23 11:12:36,arrival,5.41,16.2,10.3
CHK-001960,BAT-000654,2024-08-20 09:45:00,harvest,7.14,11.8,3.1
CHK-001961,BAT-000654,2024-12-07 11:57:36,pre_dispatch,5.55,15.5,4.5
CHK-001962,BAT-000654,2024-12-07 22:56:48,arrival,4.95,15.1,16.3
CHK-001963,BAT-000655,2024-10-05 07:00:00,harvest,7.54,15.8,1.3
CHK-001964,BAT-000655,2025-01-26 08:30:00,pre_dispatch,6.59,14.7,6.6
CHK-001965,BAT-000655,2025-01-26 21:43:24,arrival,5.35,14.3,1.6
CHK-001966,BAT-000656,2024-08-27 14:00:00,harvest,7.28,12.8,3.0
CHK-001967,BAT-000656,2024-11-23 15:06:36,pre_dispatch,7.68,14.9,6.3
CHK-001968,BAT-000656,2024-11-25 09:27:36,arrival,4.47,12.7,5.2
CHK-001969,BAT-000657,2024-07-19 15:15:00,harvest,6.59,15.3,1.3
CHK-001970,BAT-000657,2024-08-01 16:51:00,pre_dispatch,5.71,13.7,2.1
CHK-001971,BAT-000657,2024-08-03 05:25:48,arrival,5.37,17.1,2.5
CHK-001972,BAT-000658,2024-07-16 12:30:00,harvest,8.14,14.7,2.6
CHK-001973,BAT-000658,2024-07-21 15:51:36,pre_dispatch,7.53,14.6,6.6
CHK-001974,BAT-000658,2024-07-22 01:11:00,arrival,6.83,16.1,6.0
CHK-001975,BAT-000659,2024-07-10 08:00:00,harvest,7.67,12.4,1.4
CHK-001976,BAT-000659,2024-07-24 08:46:12,pre_dispatch,5.58,14.3,6.0
CHK-001977,BAT-000659,2024-07-25 02:37:36,arrival,4.56,16.4,14.9
CHK-001978,BAT-000660,2024-10-01 12:45:00,harvest,6.92,16.0,2.0
CHK-001979,BAT-000660,2024-11-15 14:54:36,pre_dispatch,5.7,12.8,5.9
CHK-001980,BAT-000660,2024-11-16 08:15:36,arrival,4.32,14.5,13.3
CHK-001981,BAT-000661,2024-08-19 15:30:00,harvest,7.32,12.3,2.0
CHK-001982,BAT-000661,2024-08-31 18:19:48,pre_dispatch,6.0,14.8,1.0
CHK-001983,BAT-000661,2024-09-02 01:59:48,arrival,5.68,14.3,7.5
CHK-001984,BAT-000662,2024-09-17 14:00:00,harvest,6.65,12.5,1.2
CHK-001985,BAT-000662,2024-12-21 14:25:48,pre_dispatch,7.6,14.6,2.0
CHK-001986,BAT-000662,2024-12-22 22:59:48,arrival,6.99,14.0,2.7
CHK-001987,BAT-000663,2024-09-25 08:30:00,harvest,8.32,14.1,3.6
CHK-001988,BAT-000663,2024-11-29 08:31:48,pre_dispatch,6.37,14.0,3.3
CHK-001989,BAT-000663,2024-11-30 02:36:36,arrival,5.48,12.2,8.4
CHK-001990,BAT-000664,2024-09-21 10:00:00,harvest,7.35,15.0,1.8
CHK-001991,BAT-000664,2024-11-15 13:18:00,pre_dispatch,7.33,17.0,8.2
CHK-001992,BAT-000664,2024-11-17 06:37:12,arrival,5.07,12.2,17.8
CHK-001993,BAT-000665,2024-09-19 09:30:00,harvest,7.47,13.5,0.8
CHK-001994,BAT-000665,2024-10-17 10:10:12,pre_dispatch,7.19,13.8,6.8
CHK-001995,BAT-000665,2024-10-17 20:01:00,arrival,5.89,12.9,10.9
CHK-001996,BAT-000666,2024-07-01 08:45:00,harvest,8.15,15.3,3.4
CHK-001997,BAT-000666,2024-07-09 08:49:48,pre_dispatch,7.62,16.0,1.0
CHK-001998,BAT-000666,2024-07-09 17:17:24,arrival,5.76,13.2,4.8
CHK-001999,BAT-000667,2024-08-24 13:30:00,harvest,8.37,12.8,3.1
CHK-002000,BAT-000667,2024-09-23 13:04:48,pre_dispatch,7.75,16.9,4.5
CHK-002001,BAT-000667,2024-09-24 09:02:24,arrival,4.4,15.8,8.1
CHK-002002,BAT-000668,2024-07-06 10:15:00,harvest,6.61,14.9,0.6
CHK-002003,BAT-000668,2024-07-11 10:40:48,pre_dispatch,7.5,12.0,1.3
CHK-002004,BAT-000668,2024-07-12 23:25:36,arrival,5.88,15.0,2.5
CHK-002005,BAT-000669,2024-10-13 07:45:00,harvest,8.03,13.4,0.7
CHK-002006,BAT-000669,2024-11-08 11:39:36,pre_dispatch,5.22,11.6,6.9
CHK-002007,BAT-000669,2024-11-08 21:15:00,arrival,7.05,17.1,6.9
CHK-002008,BAT-000670,2024-09-18 11:45:00,harvest,7.13,15.7,3.7
CHK-002009,BAT-000670,2024-12-15 14:29:24,pre_dispatch,7.01,13.1,2.1
CHK-002010,BAT-000670,2024-12-16 13:50:12,arrival,5.7,12.1,10.9
CHK-002011,BAT-000671,2024-09-18 08:00:00,harvest,7.01,11.0,1.4
CHK-002012,BAT-000671,2024-10-03 10:18:36,pre_dispatch,5.44,14.4,5.5
CHK-002013,BAT-000671,2024-10-03 18:50:48,arrival,4.42,12.7,14.0
CHK-002014,BAT-000672,2024-10-06 10:15:00,harvest,7.23,14.7,2.9
CHK-002015,BAT-000672,2025-01-01 10:55:12,pre_dispatch,5.77,15.0,8.4
CHK-002016,BAT-000672,2025-01-01 23:10:12,arrival,4.53,16.4,16.2
CHK-002017,BAT-000673,2024-09-26 08:30:00,harvest,7.69,11.2,1.7
CHK-002018,BAT-000673,2024-11-04 12:00:36,pre_dispatch,7.4,12.3,1.1
CHK-002019,BAT-000673,2024-11-04 20:55:48,arrival,6.2,14.9,12.9
CHK-002020,BAT-000674,2024-08-04 10:15:00,harvest,8.47,14.3,2.7
CHK-002021,BAT-000674,2024-08-28 13:33:36,pre_dispatch,5.7,13.3,6.1
CHK-002022,BAT-000674,2024-08-29 10:44:00,arrival,5.8,12.3,14.3
CHK-002023,BAT-000675,2024-10-03 08:45:00,harvest,6.83,15.3,3.6
CHK-002024,BAT-000675,2024-10-30 11:33:00,pre_dispatch,6.69,15.0,4.0
CHK-002025,BAT-000675,2024-10-31 02:46:36,arrival,4.44,11.9,14.9
CHK-002026,BAT-000676,2024-09-17 11:30:00,harvest,6.62,15.1,3.4
CHK-002027,BAT-000676,2024-10-01 13:54:00,pre_dispatch,6.45,14.3,2.1
CHK-002028,BAT-000676,2024-10-01 22:18:48,arrival,6.7,16.3,14.9
CHK-002029,BAT-000677,2024-10-23 10:00:00,harvest,7.11,14.5,0.9
CHK-002030,BAT-000677,2025-01-29 10:04:48,pre_dispatch,5.26,14.7,8.1
CHK-002031,BAT-000677,2025-01-30 19:00:00,arrival,6.25,16.9,6.9
CHK-002032,BAT-000678,2024-09-01 09:30:00,harvest,6.5,13.1,2.7
